sentence_id,accuracy,n_models,error_rate,true_label,register,era,source,bias_type,failure_category
1230,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1233,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1234,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1243,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1246,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1247,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1248,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1250,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1252,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1254,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1255,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1258,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1259,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1263,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1264,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1266,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1267,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1268,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1269,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1270,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1272,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1273,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1274,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1276,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1278,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1279,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1281,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1282,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1283,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1284,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1288,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1297,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1298,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1308,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1310,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1312,0.0,8,1.0,harmless,formal,modern,Pile of Law,harmless,Unknown (no text column)
1316,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1317,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1321,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1326,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1328,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1332,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1337,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1342,0.0,8,1.0,harmless,formal,modern,Pile of Law,harmless,Unknown (no text column)
1350,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1352,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1353,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1354,0.0,7,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1355,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1358,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1359,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1377,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1378,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1381,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1382,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1387,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1391,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1402,0.0,7,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1403,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1404,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1407,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1409,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1410,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1411,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1412,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1413,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1414,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1415,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1416,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1419,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1421,0.0,8,1.0,harmless,formal,modern,Pile of Law,harmless,Unknown (no text column)
1426,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1429,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1430,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1431,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1432,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1435,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1437,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1438,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1439,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1440,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1441,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1442,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1443,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1444,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1445,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1446,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1447,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1448,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1449,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1451,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1452,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1453,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1454,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1455,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1456,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1457,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1458,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1459,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1462,0.0,8,1.0,harmless,formal,modern,Pile of Law,harmless,Unknown (no text column)
1464,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1469,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1475,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1476,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1478,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1487,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1489,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1491,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1500,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1502,0.0,8,1.0,harmless,formal,modern,Pile of Law,harmless,Unknown (no text column)
1503,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1504,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1506,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1507,0.0,7,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1511,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1512,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1513,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1514,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1515,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1518,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1519,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1523,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1525,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1526,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1527,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1528,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1529,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1531,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1532,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1536,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1541,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1544,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1546,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1547,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1549,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1550,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1554,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1555,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1556,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1557,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1559,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1560,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1562,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1563,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1565,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1568,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1575,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1582,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1583,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1584,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1591,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1592,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1593,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1595,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1596,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1597,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1598,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1599,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1601,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1602,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1605,0.0,7,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1606,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1608,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1610,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1611,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1612,0.0,8,1.0,harmless,formal,modern,Pile of Law,harmless,Unknown (no text column)
1615,0.0,8,1.0,harmless,formal,modern,Pile of Law,harmless,Unknown (no text column)
1617,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1628,0.0,8,1.0,harmless,formal,modern,Pile of Law,harmless,Unknown (no text column)
1630,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1632,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1633,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1634,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1637,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1644,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1645,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1654,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1655,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1660,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1661,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1662,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1665,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1668,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1673,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1674,0.0,8,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1676,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1678,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1680,0.0,7,1.0,harmful,formal,modern,Pile of Law,harmful,Unknown (no text column)
1684,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1686,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1687,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
1690,0.0,8,1.0,antibias,formal,modern,Pile of Law,antibias,Unknown (no text column)
